性别,年级,专业,政治身份,是否在担任学生干部,满意度—教学方式,满意度-学习内容,满意度-学习环境,满意度-实际应用价值,满意度-课程安排,学习期望—专业技能提升,学习期望-理解专业知识,学习期望-提供实践机会,学习期望-提高竞争力,学习期望-激发专业兴趣,课程形象—授课教师专业,课程形象-教学资源,课程形象-教学设施先进,课程形象-课程设置很合理,课程形象-考核方式公平,学习感知-学习内容充实,学习感知-学习负担不重,学习感知-学习资源丰富,学习感知-学习环境舒适,学习感知-学习氛围浓厚,学习感知-学习实用性强,学习感知-学习效果显著,学习表现-积极参与讨论,学习表现-按时完成实践任务,学习表现-掌握课程内容,学习表现-主动探索问题,学习表现-取得较好的成绩,实践环节强度1,实践环节强度2,实践环节强度3,考核方式合理性1,考核方式合理性2,考核方式合理性3,数字技术融合度1,数字技术融合度2,数字技术融合度3,数字技术接受度1,数字技术接受度2,数字技术接受度3,学习参与度1,学习参与度2,学习参与度3
2,1,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1,3,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2,2,5,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1,1,1,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2,3,5,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1,2,3,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2,2,1,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1,2,4,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2,2,3,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2,3,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1,3,2,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2,3,1,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1,2,4,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2,2,1,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1,3,1,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2,2,5,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1,1,1,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1,2,5,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2,2,1,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
2,2,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1,2,1,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1,2,3,1,2,4,3,4,3,4,3,2,3,2,3,4,3,2,3,4,5,4,3,4,4,3,4,1,1,1,2,1,1,3,1,1,1,2,4,4,2,1,2,1,2,2,3
2,2,2,2,2,1,1,3,3,1,2,2,1,2,3,2,3,3,2,2,2,3,2,2,2,3,2,3,3,2,3,2,2,3,2,2,2,3,4,3,4,5,4,3,1,1,3
2,3,2,2,2,1,1,1,1,3,2,2,2,2,3,5,3,5,5,3,1,3,1,2,1,1,3,3,3,3,2,3,3,2,4,1,1,2,3,4,3,2,2,3,2,1,1
2,1,4,3,2,1,2,2,1,1,1,2,3,2,3,4,2,3,4,4,5,5,4,4,3,4,4,4,4,3,4,4,4,3,4,1,2,2,5,3,3,1,3,1,1,1,2
2,2,1,1,1,3,3,2,2,3,3,3,2,2,3,1,2,1,1,2,2,1,3,3,3,1,3,2,3,3,3,3,5,3,3,1,2,2,3,3,4,3,3,2,1,1,1
2,3,2,3,2,1,2,3,1,2,2,2,3,2,3,1,2,2,1,2,3,2,3,3,2,2,4,1,2,1,1,1,5,4,4,1,2,1,3,2,3,3,2,4,2,2,1
2,2,2,1,2,5,3,3,4,3,1,1,1,2,3,4,4,3,3,4,5,3,3,3,4,3,4,3,3,4,3,3,3,3,3,3,2,2,4,4,2,2,2,1,2,1,3
2,3,5,2,1,5,4,3,4,4,4,4,3,2,3,3,3,3,2,2,3,3,4,4,2,2,4,5,3,3,4,4,4,2,3,5,4,3,4,4,3,2,2,1,5,5,3
1,1,3,2,2,1,1,3,1,1,1,1,3,2,3,4,3,3,4,2,2,1,1,3,2,3,2,1,1,1,1,1,1,2,2,2,2,1,3,2,3,2,1,2,1,1,2
1,1,1,3,1,4,2,3,4,4,3,2,3,2,3,3,3,2,2,2,1,3,2,1,3,2,2,3,2,4,3,2,5,4,3,5,3,3,1,1,1,5,4,4,5,3,5
1,3,5,1,1,1,3,1,3,1,2,2,2,2,3,5,3,3,4,3,2,3,3,2,1,3,3,2,1,3,2,1,2,2,2,5,4,5,4,4,4,1,2,1,2,2,3
1,1,1,1,1,4,3,4,4,3,1,2,2,2,3,4,3,4,4,4,2,2,3,2,2,3,2,5,3,4,4,4,1,1,1,5,3,3,4,4,4,2,1,3,3,4,3
2,1,2,3,1,1,1,2,3,3,2,1,3,2,3,2,1,3,3,1,2,2,3,2,1,2,3,4,4,4,4,4,4,4,3,5,4,3,5,4,4,2,2,1,4,2,3
2,1,2,1,1,3,2,2,2,2,2,3,2,2,3,4,3,4,4,3,3,3,4,2,2,3,2,2,3,1,2,3,4,3,4,5,3,3,5,3,4,5,4,4,1,1,3
2,2,2,2,1,3,2,2,2,4,1,3,1,2,3,4,3,4,4,2,5,4,3,5,4,3,4,3,3,3,2,3,1,1,3,2,2,3,4,2,4,2,2,3,1,2,2
2,3,3,1,1,1,3,1,1,1,3,4,2,2,3,4,4,4,3,4,3,3,2,2,3,4,3,2,2,1,3,2,2,2,3,1,2,1,4,4,3,5,4,4,4,4,3
1,2,2,3,2,2,2,3,2,3,3,3,2,2,3,5,4,4,4,5,5,4,4,3,3,3,3,5,3,4,4,3,5,4,5,5,4,4,4,4,3,5,3,5,1,3,3
2,1,2,2,2,1,3,2,3,1,3,3,3,2,3,3,3,2,2,3,1,1,1,2,1,3,2,2,1,3,2,1,3,3,2,2,2,3,5,4,5,4,4,2,5,4,5
2,1,1,2,1,2,2,2,2,2,2,3,3,2,3,5,4,4,3,4,4,4,2,4,3,3,4,2,3,3,1,2,2,2,1,1,1,2,4,2,3,2,3,2,2,3,3
1,2,2,3,2,5,5,3,5,4,2,3,3,2,3,3,3,4,2,3,5,3,3,5,3,3,3,3,2,4,3,3,3,4,3,1,1,3,1,2,2,3,2,3,3,3,2
2,2,5,1,2,1,2,2,1,3,3,2,2,2,3,5,5,3,4,5,1,2,3,3,1,2,1,2,3,2,2,3,2,3,3,3,2,3,2,2,2,3,3,2,2,2,1
2,3,3,2,1,3,4,2,2,4,3,2,3,2,3,5,4,3,5,3,2,1,1,3,2,1,3,5,5,3,3,3,5,5,3,1,2,2,4,4,4,3,3,2,5,4,5
1,3,2,2,1,4,4,3,4,4,3,2,2,2,3,3,2,4,2,3,1,1,1,1,2,1,3,2,3,1,3,2,2,3,2,3,3,2,4,2,2,5,3,3,4,4,3
1,2,2,1,1,5,3,3,3,3,2,2,1,2,3,5,3,3,5,5,2,2,2,3,3,2,3,4,3,4,3,2,2,2,2,5,4,4,5,3,3,2,3,1,2,2,1
1,1,2,2,1,5,3,4,4,3,2,3,3,2,3,3,4,3,3,2,5,4,3,4,4,3,3,3,2,3,2,3,4,4,4,2,3,3,5,3,4,4,4,4,4,3,3
1,2,3,2,2,4,2,2,3,4,2,3,2,2,3,4,2,4,3,3,3,2,2,2,3,4,3,4,4,4,3,2,1,2,2,1,1,3,3,2,3,3,2,3,3,3,3
2,3,2,2,1,3,2,3,3,2,2,2,2,2,3,1,1,1,1,1,5,5,4,5,5,4,3,3,3,3,4,3,2,3,3,4,2,4,5,4,3,2,3,3,3,3,2
1,2,2,2,1,4,4,4,4,3,3,2,4,2,3,3,3,2,3,4,4,4,4,3,2,2,2,1,1,1,3,1,4,4,2,3,3,2,4,4,4,1,2,2,1,1,2
2,2,2,2,2,4,2,2,3,3,1,3,3,1,3,3,3,2,2,4,4,4,3,2,2,2,3,4,2,3,4,2,4,2,3,1,1,2,3,2,2,1,1,2,4,4,3
2,2,3,3,2,2,3,2,3,2,2,3,2,1,3,4,4,2,3,3,4,4,2,3,2,3,3,3,2,2,2,2,5,4,3,1,3,1,5,5,5,5,5,4,4,4,4
1,2,2,1,2,3,2,2,4,3,1,2,1,1,3,5,3,3,5,5,5,3,5,5,4,4,3,5,4,3,4,3,2,1,3,1,2,2,5,3,5,1,1,1,1,2,3
2,2,2,1,2,5,4,4,5,3,1,2,1,1,3,4,3,2,3,4,5,4,4,4,4,5,3,5,5,5,3,4,4,2,3,3,3,2,2,2,1,1,1,3,1,2,2
1,2,5,3,2,5,5,3,4,3,2,2,2,1,3,5,3,4,4,3,5,4,4,5,5,5,3,3,3,3,4,4,3,2,3,1,1,2,1,2,2,2,3,3,5,3,4
1,2,2,1,2,2,1,1,3,2,1,1,1,1,3,4,3,2,2,2,1,3,2,2,3,2,1,5,5,3,4,3,2,1,2,2,2,3,2,1,3,3,3,3,2,2,3
1,2,2,2,2,3,2,2,2,3,1,3,2,1,3,4,3,4,4,2,2,1,1,1,1,3,3,3,2,3,2,3,5,4,3,3,2,3,1,2,2,1,1,3,3,2,2
2,2,2,2,1,2,1,3,3,1,2,3,1,1,3,4,4,3,4,3,4,3,4,2,3,4,3,3,3,2,2,4,2,3,2,2,3,3,2,2,3,5,3,4,2,1,2
2,2,2,1,2,4,2,3,4,3,1,3,1,1,3,5,4,4,4,5,4,3,4,4,4,3,4,5,3,4,5,4,5,3,3,1,2,2,2,1,3,3,4,4,4,2,3
1,2,3,3,2,3,3,3,3,3,1,2,1,1,3,4,4,3,4,4,4,4,4,4,3,3,4,1,3,1,1,3,1,3,2,4,4,3,5,3,4,2,3,3,5,4,5
1,2,5,1,2,1,2,1,2,1,1,1,1,1,3,1,1,2,1,1,3,2,3,2,4,4,3,3,3,3,2,3,4,2,2,5,4,4,5,3,3,5,4,4,1,1,2
2,1,1,1,1,2,3,3,2,2,1,1,1,1,3,3,3,2,3,3,1,2,1,2,2,1,1,3,2,2,3,2,1,3,2,3,4,4,3,2,2,3,4,2,2,1,2
2,3,5,3,1,1,1,3,1,1,1,3,2,1,3,1,2,2,3,3,2,3,1,1,2,1,2,2,3,2,1,2,2,2,2,2,3,2,1,2,1,3,2,3,3,3,2
1,2,1,3,2,1,2,2,1,3,2,1,2,1,3,5,5,3,4,4,2,1,2,3,2,3,3,4,4,4,3,3,2,3,3,5,3,5,4,4,2,2,3,2,5,4,5
1,2,2,2,1,2,2,1,2,2,2,3,2,1,3,3,4,3,2,4,2,2,1,3,3,2,3,1,1,2,1,1,4,3,4,4,3,3,2,3,2,4,4,3,1,2,2
2,3,1,1,1,1,2,1,1,3,1,1,1,1,3,5,5,3,3,4,5,4,3,3,5,3,4,5,4,4,3,3,4,3,3,3,2,4,3,2,2,3,3,4,3,2,3
2,1,2,2,1,4,3,2,2,3,3,4,2,4,2,3,4,4,4,3,4,4,3,2,3,4,4,2,2,1,2,2,1,3,1,4,3,4,3,2,3,4,3,4,3,3,2
2,3,2,1,1,2,1,2,1,3,3,3,3,4,2,4,2,4,4,4,1,2,1,3,3,1,2,3,4,3,3,2,2,2,2,2,2,2,4,4,3,2,1,2,1,3,1
2,2,1,3,2,5,3,5,4,3,4,2,4,4,2,3,2,2,2,4,3,3,3,4,2,3,2,1,2,3,2,1,5,5,3,5,3,3,2,3,3,5,3,4,1,2,1
1,2,1,2,1,4,4,2,4,2,3,2,4,4,2,1,2,3,1,2,3,3,2,4,4,3,3,1,2,1,1,3,2,3,3,3,3,2,3,2,2,4,2,2,4,3,2
2,3,2,1,1,5,3,4,4,5,4,4,2,4,2,4,3,3,3,3,3,3,4,3,2,3,3,5,4,3,4,5,5,3,4,5,3,4,3,3,3,3,3,2,1,3,1
1,1,3,1,1,5,3,5,5,3,3,4,3,4,2,4,3,3,3,3,3,3,2,2,2,2,3,1,2,2,2,3,1,2,1,5,5,3,1,2,1,2,2,2,4,4,2
1,2,2,2,1,2,3,3,3,1,4,3,3,4,2,2,2,2,3,3,1,2,1,1,1,1,1,4,3,4,3,2,3,2,4,4,4,4,3,2,3,5,4,5,2,1,2
2,2,1,1,2,4,4,4,4,2,3,4,3,4,2,2,3,3,1,3,2,3,3,3,2,3,3,4,4,3,4,3,2,3,3,3,2,2,1,2,1,1,2,1,1,1,2
2,2,1,2,1,3,3,2,2,2,4,2,4,3,2,4,2,3,4,2,2,2,3,3,3,2,3,5,3,4,3,5,2,2,3,5,4,4,4,4,4,5,5,5,3,3,3
1,3,4,1,1,2,2,2,2,3,4,4,4,3,2,1,3,2,1,1,2,1,3,2,3,2,3,2,2,2,3,3,4,3,3,5,3,4,1,3,2,2,2,3,5,3,4
1,2,3,3,2,5,4,4,4,4,1,1,2,3,2,5,3,3,4,5,4,2,2,4,3,4,3,1,1,2,2,2,2,3,2,2,3,3,3,3,3,5,5,5,1,1,2
2,2,1,2,1,2,2,1,2,2,4,3,4,3,2,4,3,3,4,2,1,3,1,2,1,2,3,5,5,3,3,3,4,3,4,1,2,1,2,2,3,2,3,3,5,3,3
2,2,3,3,2,2,2,3,3,1,2,1,2,3,2,3,2,3,2,2,5,4,4,4,4,5,3,4,3,4,3,3,5,4,4,5,5,4,4,4,4,3,3,4,4,4,3
2,1,1,1,1,3,4,2,2,3,3,3,3,3,2,2,2,2,1,2,4,2,4,4,3,3,3,2,1,2,2,1,5,3,5,1,2,1,1,3,1,4,4,4,5,4,3
2,2,3,2,2,3,4,3,4,3,3,3,3,3,2,4,2,3,3,2,5,4,3,4,5,4,4,2,3,2,2,3,5,5,4,2,2,1,5,3,3,4,3,4,3,2,2
2,3,1,3,1,1,1,2,1,3,3,4,2,3,2,1,3,3,2,3,1,2,1,1,1,2,3,5,3,3,3,3,5,3,3,1,2,2,2,2,1,3,2,2,1,2,1
2,2,1,1,2,3,3,3,2,3,2,2,3,3,2,4,4,3,3,3,3,3,4,2,3,3,3,5,4,3,3,5,2,2,3,1,2,3,3,3,4,3,2,2,4,4,3
1,2,1,1,1,5,5,3,4,3,3,3,3,3,2,5,4,4,4,3,3,3,3,2,3,4,2,3,2,4,4,3,3,3,3,3,3,2,1,1,1,4,4,2,5,3,3
2,2,1,3,2,2,3,1,2,3,4,2,4,3,2,3,2,3,3,2,1,2,1,1,2,2,2,1,1,2,2,1,5,5,3,1,2,1,2,2,2,5,3,3,5,5,3
1,2,1,1,1,1,2,2,2,3,4,4,3,3,2,2,3,2,2,2,2,1,3,3,1,3,2,5,3,4,4,3,4,4,2,2,1,3,4,3,3,4,2,2,5,3,3
2,3,3,3,2,4,2,3,2,3,2,1,3,3,2,2,3,2,3,2,4,4,4,3,3,3,3,1,3,2,1,2,2,2,2,3,4,2,1,1,2,5,4,4,4,4,4
2,2,3,1,1,5,4,3,3,3,4,4,4,3,2,5,4,4,5,5,5,4,3,4,4,3,3,4,4,4,4,4,4,4,4,2,2,3,3,3,3,2,1,3,1,2,2
1,3,1,3,2,1,1,3,1,3,2,1,2,3,2,3,3,3,2,2,4,3,4,3,2,4,2,5,4,3,3,3,2,3,2,5,5,3,4,2,2,5,3,5,4,4,3
1,3,2,3,1,5,5,3,5,4,3,3,4,3,2,2,2,3,2,3,5,5,3,4,4,5,4,5,3,5,4,4,5,5,3,3,2,3,3,3,2,2,3,3,3,2,2
2,1,1,2,2,5,4,3,5,4,2,2,2,3,2,4,3,3,3,3,3,3,4,3,3,4,3,3,3,4,2,3,4,3,4,4,4,4,2,2,2,4,3,3,4,4,4
2,2,2,1,1,1,2,1,2,1,1,1,2,3,2,4,2,4,3,3,1,2,1,3,3,1,2,2,1,3,3,2,3,2,2,3,2,4,3,2,2,5,5,4,3,3,3
1,2,4,3,2,3,4,4,3,3,2,3,1,3,2,4,4,3,2,2,4,2,2,4,2,3,2,1,1,1,2,3,1,2,3,4,4,2,5,4,3,2,3,1,1,1,2
1,3,4,2,2,2,3,1,2,3,3,3,3,3,2,5,3,4,3,3,4,3,2,2,4,2,4,1,1,1,1,1,2,1,3,4,3,4,4,3,4,1,1,1,1,2,2
1,2,1,3,1,4,4,2,3,4,4,4,4,3,2,2,3,2,3,3,5,4,3,3,5,3,3,4,3,4,4,3,5,3,3,5,4,4,4,4,3,2,3,2,3,2,3
1,3,3,2,2,5,3,4,3,3,3,3,4,3,2,1,1,2,1,2,2,3,1,3,3,1,1,3,2,3,2,3,2,2,1,3,2,3,3,2,2,1,1,2,3,2,2
1,3,3,3,1,2,2,3,1,2,3,2,3,3,2,1,3,1,1,1,4,3,3,4,3,2,4,4,2,3,2,4,1,2,1,4,4,2,2,2,3,3,4,2,4,4,3
2,2,1,1,1,1,2,2,2,1,4,3,2,3,2,4,3,4,3,2,1,2,3,1,1,2,1,4,4,3,4,4,3,2,2,5,4,5,2,2,2,5,3,3,1,1,1
1,3,1,3,2,4,4,4,4,3,3,3,4,3,2,4,3,4,3,2,5,4,3,3,3,3,4,3,2,4,3,2,3,2,2,4,2,3,3,2,3,3,4,2,3,3,3
1,2,1,1,2,4,4,3,3,2,2,3,3,3,2,5,4,3,3,3,5,4,3,3,5,4,4,3,3,2,3,2,3,3,3,4,3,2,3,2,4,5,5,4,3,2,4
1,2,4,1,1,3,2,2,3,3,3,4,2,3,2,5,4,3,3,3,5,5,4,3,3,5,3,4,2,3,4,4,4,4,4,4,3,4,2,3,2,4,3,3,3,4,4
1,3,1,1,2,3,3,4,3,3,1,1,2,3,2,1,2,2,1,1,3,2,3,3,2,3,3,3,3,3,2,3,5,3,3,4,3,2,5,3,5,1,2,3,2,1,1
2,2,4,1,2,3,3,2,3,2,3,3,3,3,2,5,3,5,3,5,1,1,1,1,2,1,2,5,4,3,3,4,2,2,3,2,3,3,2,3,1,2,1,3,5,3,5
1,2,3,1,1,1,3,3,3,1,4,3,3,3,2,5,3,4,5,3,1,2,1,1,1,1,3,2,3,3,2,2,2,1,3,4,3,3,2,2,1,5,3,5,2,2,2
2,3,3,2,1,5,4,3,4,4,2,2,1,3,2,4,4,2,3,3,5,3,4,3,4,3,4,5,4,3,3,4,5,4,4,4,2,4,1,2,3,5,4,4,1,1,3
1,1,2,1,1,3,4,2,3,4,1,1,1,3,2,2,2,1,2,3,5,4,4,4,4,3,5,5,5,3,3,5,1,2,1,4,4,4,3,4,2,3,2,3,5,3,4
1,3,1,3,1,3,2,4,2,3,4,4,2,3,2,4,3,4,4,4,5,3,5,3,5,5,3,4,3,4,3,3,3,3,2,1,1,2,1,1,3,4,3,4,5,3,4
2,1,1,2,2,4,3,4,3,3,3,4,2,3,2,5,3,4,4,3,5,5,3,4,3,3,3,2,2,3,3,3,4,4,3,3,4,3,2,3,2,3,4,4,5,3,4
2,1,2,3,1,4,2,3,3,4,4,4,3,3,2,1,2,3,1,2,4,4,3,2,4,4,2,5,3,3,3,5,4,3,4,2,1,2,1,2,1,4,3,3,2,2,2
1,1,3,1,1,5,4,5,3,4,2,2,2,3,2,5,3,3,3,4,2,3,2,2,1,2,3,1,2,2,1,2,2,2,1,1,1,1,3,2,2,4,4,4,4,3,3
1,2,5,3,2,2,3,2,3,2,4,3,3,3,2,5,3,3,3,3,1,2,1,1,3,2,2,5,4,5,3,4,1,1,1,5,4,4,3,3,2,3,2,2,1,1,1
2,2,3,3,2,3,4,2,4,2,3,2,2,2,2,3,3,2,2,3,4,3,3,4,4,4,4,1,1,2,2,2,2,3,1,4,4,2,1,1,2,2,2,3,4,4,4
2,2,5,2,2,4,4,3,3,2,3,2,2,2,2,2,3,3,3,2,3,3,4,3,2,2,3,1,2,1,1,2,5,4,3,5,3,4,5,4,3,5,3,4,2,2,3
1,2,4,2,2,4,2,4,3,3,3,3,2,2,2,4,3,3,2,4,4,4,4,3,4,2,3,2,3,3,2,3,1,1,1,1,2,1,1,1,3,1,1,3,5,3,4
1,2,3,3,2,4,4,4,3,4,3,4,2,2,2,3,3,2,4,3,5,3,5,5,5,3,4,3,3,2,2,3,4,4,4,1,2,3,4,3,3,2,3,3,4,3,3
1,2,2,3,2,1,2,2,3,2,1,1,1,2,2,3,2,3,3,3,5,4,5,5,5,4,4,2,1,2,1,2,3,3,3,3,2,3,5,3,5,4,4,4,5,5,4
2,2,4,3,2,1,1,2,1,3,1,1,3,2,2,1,2,2,1,1,2,3,2,3,3,1,3,1,1,1,1,2,2,2,3,3,3,2,1,2,3,4,4,2,4,3,4
2,2,3,3,2,4,2,2,3,2,3,3,3,2,2,4,3,2,4,3,2,3,2,3,2,2,2,2,2,2,3,1,2,2,3,1,1,2,1,2,2,1,1,2,5,3,3
2,2,5,1,2,5,3,5,4,4,1,2,2,2,2,1,1,2,1,2,5,3,4,4,5,5,3,1,3,1,3,2,2,3,2,4,3,3,3,2,3,2,3,1,1,1,2
1,1,5,3,1,3,2,2,2,2,0,1,1,2,2,5,3,4,3,3,2,1,3,3,3,2,3,3,2,3,2,2,3,3,3,3,4,2,3,2,2,4,2,4,5,3,4
2,2,1,2,2,3,3,3,3,2,2,1,3,2,2,5,4,4,4,4,3,4,4,3,4,3,3,5,5,4,3,5,3,3,3,4,3,4,2,3,3,1,3,2,5,4,4
2,2,4,1,1,4,2,4,4,2,1,2,2,2,2,2,2,3,3,2,4,4,3,3,4,4,3,1,2,3,2,3,2,2,2,4,4,4,2,2,2,1,2,1,5,4,4
2,1,3,1,1,1,3,1,2,1,1,3,2,2,2,4,2,3,3,4,4,4,4,3,4,3,4,5,4,3,4,5,3,2,2,5,3,3,3,3,2,5,3,3,3,3,2
2,2,1,2,1,1,2,3,1,1,3,4,3,2,2,3,2,2,3,2,5,4,3,4,5,5,3,4,3,2,3,3,4,2,2,3,2,3,3,2,4,3,3,4,5,4,4
2,2,4,2,2,4,2,3,4,3,4,3,3,2,2,3,4,4,2,3,3,4,3,3,3,3,4,1,1,1,2,1,4,3,4,2,1,3,3,4,3,2,3,1,4,3,3
2,2,2,1,2,2,3,2,1,3,3,4,3,2,2,4,3,4,3,4,1,1,2,2,2,3,2,4,4,4,3,4,3,2,3,2,2,3,3,3,3,5,3,3,4,2,2
2,2,1,2,2,3,3,4,3,2,3,3,2,2,2,5,4,3,4,4,2,2,3,3,2,2,3,4,2,3,3,4,5,4,4,1,2,3,4,4,4,3,2,3,3,3,2
1,2,1,3,1,1,2,1,1,1,3,4,3,2,2,1,3,2,1,1,1,2,2,2,3,1,3,3,3,3,4,3,3,2,2,3,2,3,3,2,3,4,2,4,5,4,4
2,2,3,2,2,4,4,4,4,3,0,1,1,2,2,2,2,3,2,1,3,2,2,2,4,3,2,3,4,2,3,2,1,2,1,3,2,2,5,3,4,4,3,2,3,4,3
2,2,1,1,1,2,2,2,1,1,3,4,3,2,2,3,4,2,3,2,5,3,3,3,3,5,5,4,3,3,4,3,3,2,4,1,1,3,4,3,4,2,3,1,2,2,1
2,2,3,2,1,2,2,3,2,3,1,1,1,2,2,2,2,1,2,2,2,1,2,3,2,3,1,1,1,2,2,2,4,4,2,3,3,4,1,2,1,1,2,1,2,2,3
1,1,2,3,1,5,5,4,3,5,1,2,2,2,2,5,4,5,3,5,2,3,2,2,2,3,2,5,3,5,3,3,1,2,2,1,2,1,4,2,3,2,2,2,4,4,3
1,2,1,1,2,3,3,4,4,2,3,3,3,2,2,5,4,3,3,4,4,4,2,4,3,3,4,5,3,4,4,5,2,3,1,2,3,3,2,2,2,1,1,1,2,2,2
2,3,2,1,1,5,4,3,5,5,1,2,1,2,2,1,2,2,2,1,1,2,3,1,2,2,3,4,4,3,2,2,3,2,2,5,3,4,2,3,2,3,2,2,1,2,1
1,1,5,3,2,5,3,4,4,4,2,1,3,2,2,2,2,3,2,1,4,4,3,3,2,3,3,3,4,3,2,3,2,2,3,5,4,5,1,3,1,2,2,3,3,2,3
1,2,4,3,1,4,3,4,4,4,2,3,1,2,2,1,2,2,3,2,1,1,2,3,2,1,1,4,3,3,3,4,1,2,1,2,2,1,5,4,3,3,3,3,3,3,2
1,2,1,2,2,2,2,2,2,1,4,4,3,2,2,2,2,3,1,2,2,2,2,2,3,3,1,5,4,4,4,4,3,4,3,4,4,4,5,4,3,2,1,2,4,3,3
2,3,4,3,2,1,3,2,2,1,3,4,3,2,2,3,3,4,2,3,3,2,2,3,2,2,2,3,3,2,2,3,2,2,3,4,2,2,3,2,3,4,4,2,4,3,2
2,1,1,1,2,2,3,2,1,1,1,3,2,2,2,3,2,2,2,2,2,1,3,3,2,3,2,2,2,3,3,1,1,2,3,5,4,5,4,3,4,2,2,2,1,2,1
1,1,5,2,1,4,3,2,4,3,3,2,2,2,2,1,1,2,1,2,3,2,3,3,4,2,3,1,3,3,2,1,2,2,3,4,4,4,4,3,3,2,2,2,1,3,3
2,1,3,2,2,5,3,4,3,3,3,2,3,2,2,3,4,4,3,4,2,2,3,1,2,3,3,2,3,2,3,3,3,2,2,1,2,1,3,4,3,4,4,4,5,5,5
2,3,2,2,1,3,3,3,3,2,2,3,3,2,2,3,2,2,3,2,5,4,3,3,3,4,3,5,4,3,3,5,5,3,4,2,2,2,5,3,5,2,2,2,2,3,1
1,3,1,3,2,1,3,3,2,3,1,2,2,2,2,1,2,2,1,1,4,4,4,4,3,4,3,1,3,3,2,2,3,2,4,1,3,1,1,2,1,1,2,2,2,2,3
1,2,1,2,1,1,1,1,1,2,2,2,2,2,2,4,3,3,4,2,2,1,1,3,2,2,3,2,3,3,2,2,3,3,2,5,4,3,4,4,2,4,3,4,5,3,4
